framenum,source,blockw,blockh,srcx,srcy,dstx,dsty,flags
142,-1,16,16,1224, 632,1224, 632,0x0
142,-1,16,16,1240, 632,1240, 632,0x0
142,-1,16,16,1256, 632,1256, 632,0x0
142,-1,16,16,1272, 632,1272, 632,0x0
142,-1,16,16,   8, 648,   8, 648,0x0
142,-1,16,16,  24, 648,  24, 648,0x0
142,-1,16,16,  40, 648,  40, 648,0x0
142,-1,16,16,  56, 648,  56, 648,0x0
142,-1,16,16,  72, 648,  72, 648,0x0
142,-1,16,16,  88, 648,  88, 648,0x0
142,-1,16,16, 104, 648, 104, 648,0x0
142,-1,16,16, 120, 648, 120, 648,0x0
142,-1,16,16, 136, 648, 136, 648,0x0
142,-1,16,16, 152, 648, 152, 648,0x0
142,-1,16,16, 168, 648, 168, 648,0x0
142,-1,16,16, 184, 648, 184, 648,0x0
142,-1,16,16, 200, 648, 200, 648,0x0
142,-1,16,16, 216, 648, 216, 648,0x0
142,-1,16,16, 232, 648, 232, 648,0x0
142,-1,16,16, 248, 648, 248, 648,0x0
142,-1,16,16, 264, 648, 264, 648,0x0
142,-1,16,16, 280, 648, 280, 648,0x0
142,-1,16,16, 296, 648, 296, 648,0x0
142,-1,16,16, 312, 648, 312, 648,0x0
142,-1,16,16, 328, 648, 328, 648,0x0
142,-1,16,16, 344, 648, 344, 648,0x0
142,-1,16,16, 360, 648, 360, 648,0x0
142,-1,16,16, 376, 648, 376, 648,0x0
142,-1,16,16, 392, 648, 392, 648,0x0
142,-1,16,16, 408, 648, 408, 648,0x0
142,-1,16,16, 424, 648, 424, 648,0x0
142,-1,16,16, 440, 648, 440, 648,0x0
142,-1,16,16, 456, 648, 456, 648,0x0
142,-1,16,16, 472, 648, 472, 648,0x0
142,-1,16,16, 488, 648, 488, 648,0x0
142,-1,16,16, 504, 648, 504, 648,0x0
142,-1,16,16, 520, 648, 520, 648,0x0
142,-1,16,16, 536, 648, 536, 648,0x0
142,-1,16,16, 552, 648, 552, 648,0x0
142,-1,16,16, 568, 648, 568, 648,0x0
142,-1,16,16, 584, 648, 584, 648,0x0
142,-1,16,16, 600, 648, 600, 648,0x0
142,-1,16,16, 616, 648, 616, 648,0x0
142,-1,16,16, 632, 648, 632, 648,0x0
142,-1,16,16, 648, 648, 648, 648,0x0
142,-1,16,16, 664, 648, 664, 648,0x0
142,-1,16,16, 680, 648, 680, 648,0x0
142,-1,16,16, 696, 648, 696, 648,0x0
142,-1,16,16, 712, 648, 712, 648,0x0
142,-1,16,16, 728, 648, 728, 648,0x0
142,-1,16,16, 744, 648, 744, 648,0x0
142,-1,16,16, 760, 648, 760, 648,0x0
142,-1,16,16, 776, 648, 776, 648,0x0
142,-1,16,16, 792, 648, 792, 648,0x0
142,-1,16,16, 808, 648, 808, 648,0x0
142,-1,16,16, 824, 648, 824, 648,0x0
142,-1,16,16, 840, 648, 840, 648,0x0
142,-1,16,16, 856, 648, 856, 648,0x0
142,-1,16,16, 872, 648, 872, 648,0x0
142,-1,16,16, 888, 648, 888, 648,0x0
142,-1,16,16, 904, 648, 904, 648,0x0
142,-1,16,16, 920, 648, 920, 648,0x0
142,-1,16,16, 936, 648, 936, 648,0x0
142,-1,16,16, 952, 648, 952, 648,0x0
142,-1,16,16, 968, 648, 968, 648,0x0
142,-1,16,16, 984, 648, 984, 648,0x0
142,-1,16,16,1000, 648,1000, 648,0x0
142,-1,16,16,1016, 648,1016, 648,0x0
142,-1,16,16,1032, 648,1032, 648,0x0
142,-1,16,16,1048, 648,1048, 648,0x0
142,-1,16,16,1064, 648,1064, 648,0x0
142,-1,16,16,1080, 648,1080, 648,0x0
142,-1,16,16,1096, 648,1096, 648,0x0
142,-1,16,16,1112, 648,1112, 648,0x0
142,-1,16,16,1128, 648,1128, 648,0x0
142,-1,16,16,1144, 648,1144, 648,0x0
142,-1,16,16,1160, 648,1160, 648,0x0
142,-1,16,16,1176, 648,1176, 648,0x0
142,-1,16,16,1192, 648,1192, 648,0x0
142,-1,16,16,1208, 648,1208, 648,0x0
142,-1,16,16,1224, 648,1224, 648,0x0
142,-1,16,16,1240, 648,1240, 648,0x0
142,-1,16,16,1256, 648,1256, 648,0x0
142,-1,16,16,1272, 648,1272, 648,0x0
142,-1,16,16,   8, 664,   8, 664,0x0
142,-1,16,16,  24, 664,  24, 664,0x0
142,-1,16,16,  40, 664,  40, 664,0x0
142,-1,16,16,  56, 664,  56, 664,0x0
142,-1,16,16,  72, 664,  72, 664,0x0
142,-1,16,16,  88, 664,  88, 664,0x0
142,-1,16,16, 104, 664, 104, 664,0x0
142,-1,16,16, 120, 664, 120, 664,0x0
142,-1,16,16, 136, 664, 136, 664,0x0
142,-1,16,16, 152, 664, 152, 664,0x0
142,-1,16,16, 168, 664, 168, 664,0x0
142,-1,16,16, 184, 664, 184, 664,0x0
142,-1,16,16, 200, 664, 200, 664,0x0
142,-1,16,16, 216, 664, 216, 664,0x0
142,-1,16,16, 232, 664, 232, 664,0x0
142,-1,16,16, 248, 664, 248, 664,0x0
142,-1,16,16, 264, 664, 264, 664,0x0
142,-1,16,16, 280, 664, 280, 664,0x0
142,-1,16,16, 296, 664, 296, 664,0x0
142,-1,16,16, 312, 664, 312, 664,0x0
142,-1,16,16, 328, 664, 328, 664,0x0
142,-1,16,16, 344, 664, 344, 664,0x0
142,-1,16,16, 360, 664, 360, 664,0x0
142,-1,16,16, 376, 664, 376, 664,0x0
142,-1,16,16, 392, 664, 392, 664,0x0
142,-1,16,16, 408, 664, 408, 664,0x0
142,-1,16,16, 424, 664, 424, 664,0x0
142,-1,16,16, 440, 664, 440, 664,0x0
142,-1,16,16, 456, 664, 456, 664,0x0
142,-1,16,16, 472, 664, 472, 664,0x0
142,-1,16,16, 488, 664, 488, 664,0x0
142,-1,16,16, 504, 664, 504, 664,0x0
142,-1,16,16, 520, 664, 520, 664,0x0
142,-1,16,16, 536, 664, 536, 664,0x0
142,-1,16,16, 552, 664, 552, 664,0x0
142,-1,16,16, 568, 664, 568, 664,0x0
142,-1,16,16, 584, 664, 584, 664,0x0
142,-1,16,16, 600, 664, 600, 664,0x0
142,-1,16,16, 616, 664, 616, 664,0x0
142,-1,16,16, 632, 664, 632, 664,0x0
142,-1,16,16, 648, 664, 648, 664,0x0
142,-1,16,16, 664, 664, 664, 664,0x0
142,-1,16,16, 680, 664, 680, 664,0x0
142,-1,16,16, 696, 664, 696, 664,0x0
142,-1,16,16, 712, 664, 712, 664,0x0
142,-1,16,16, 728, 664, 728, 664,0x0
142,-1,16,16, 744, 664, 744, 664,0x0
142,-1,16,16, 760, 664, 760, 664,0x0
142,-1,16,16, 776, 664, 776, 664,0x0
142,-1,16,16, 792, 664, 792, 664,0x0
142,-1,16,16, 808, 664, 808, 664,0x0
142,-1,16,16, 824, 664, 824, 664,0x0
142,-1,16,16, 840, 664, 840, 664,0x0
142,-1,16,16, 856, 664, 856, 664,0x0
142,-1,16,16, 872, 664, 872, 664,0x0
142,-1,16,16, 888, 664, 888, 664,0x0
142,-1,16,16, 904, 664, 904, 664,0x0
142,-1,16,16, 920, 664, 920, 664,0x0
142,-1,16,16, 936, 664, 936, 664,0x0
142,-1,16,16, 952, 664, 952, 664,0x0
142,-1,16,16, 968, 664, 968, 664,0x0
142,-1,16,16, 984, 664, 984, 664,0x0
142,-1,16,16,1000, 664,1000, 664,0x0
142,-1,16,16,1016, 664,1016, 664,0x0
142,-1,16,16,1032, 664,1032, 664,0x0
142,-1,16,16,1048, 664,1048, 664,0x0
142,-1,16,16,1064, 664,1064, 664,0x0
142,-1,16,16,1080, 664,1080, 664,0x0
142,-1,16,16,1096, 664,1096, 664,0x0
142,-1,16,16,1112, 664,1112, 664,0x0
142,-1,16,16,1128, 664,1128, 664,0x0
142,-1,16,16,1144, 664,1144, 664,0x0
142,-1,16,16,1160, 664,1160, 664,0x0
142,-1,16,16,1176, 664,1176, 664,0x0
142,-1,16,16,1192, 664,1192, 664,0x0
142,-1,16,16,1208, 664,1208, 664,0x0
142,-1,16,16,1224, 664,1224, 664,0x0
142,-1,16,16,1240, 664,1240, 664,0x0
142,-1,16,16,1256, 664,1256, 664,0x0
142,-1,16,16,1272, 664,1272, 664,0x0
142,-1,16,16,   8, 680,   8, 680,0x0
142,-1,16,16,  24, 680,  24, 680,0x0
142,-1,16,16,  40, 680,  40, 680,0x0
142,-1,16,16,  56, 680,  56, 680,0x0
142,-1,16,16,  72, 680,  72, 680,0x0
142,-1,16,16,  88, 680,  88, 680,0x0
142,-1,16,16, 104, 680, 104, 680,0x0
142,-1,16,16, 120, 680, 120, 680,0x0
142,-1,16,16, 136, 680, 136, 680,0x0
142,-1,16,16, 152, 680, 152, 680,0x0
142,-1,16,16, 168, 680, 168, 680,0x0
142,-1,16,16, 184, 680, 184, 680,0x0
142,-1,16,16, 200, 680, 200, 680,0x0
142,-1,16,16, 216, 680, 216, 680,0x0
142,-1,16,16, 232, 680, 232, 680,0x0
142,-1,16,16, 248, 680, 248, 680,0x0
142,-1,16,16, 264, 680, 264, 680,0x0
142,-1,16,16, 280, 680, 280, 680,0x0
142,-1,16,16, 296, 680, 296, 680,0x0
142,-1,16,16, 312, 680, 312, 680,0x0
142,-1,16,16, 328, 680, 328, 680,0x0
142,-1,16,16, 344, 680, 344, 680,0x0
142,-1,16,16, 360, 680, 360, 680,0x0
142,-1,16,16, 376, 680, 376, 680,0x0
142,-1,16,16, 392, 680, 392, 680,0x0
142,-1,16,16, 408, 680, 408, 680,0x0
142,-1,16,16, 424, 680, 424, 680,0x0
142,-1,16,16, 440, 680, 440, 680,0x0
142,-1,16,16, 456, 680, 456, 680,0x0
142,-1,16,16, 472, 680, 472, 680,0x0
142,-1,16,16, 488, 680, 488, 680,0x0
142,-1,16,16, 504, 680, 504, 680,0x0
142,-1,16,16, 520, 680, 520, 680,0x0
142,-1,16,16, 536, 680, 536, 680,0x0
142,-1,16,16, 552, 680, 552, 680,0x0
142,-1,16,16, 568, 680, 568, 680,0x0
142,-1,16,16, 584, 680, 584, 680,0x0
142,-1,16,16, 600, 680, 600, 680,0x0
142,-1,16,16, 616, 680, 616, 680,0x0
142,-1,16,16, 632, 680, 632, 680,0x0
142,-1,16,16, 648, 680, 648, 680,0x0
142,-1,16,16, 664, 680, 664, 680,0x0
142,-1,16,16, 680, 680, 680, 680,0x0
142,-1,16,16, 696, 680, 696, 680,0x0
142,-1,16,16, 712, 680, 712, 680,0x0
142,-1,16,16, 728, 680, 728, 680,0x0
142,-1,16,16, 744, 680, 744, 680,0x0
142,-1,16,16, 760, 680, 760, 680,0x0
142,-1,16,16, 776, 680, 776, 680,0x0
142,-1,16,16, 792, 680, 792, 680,0x0
142,-1,16,16, 808, 680, 808, 680,0x0
142,-1,16,16, 824, 680, 824, 680,0x0
142,-1,16,16, 840, 680, 840, 680,0x0
142,-1,16,16, 856, 680, 856, 680,0x0
142,-1,16,16, 872, 680, 872, 680,0x0
142,-1,16,16, 888, 680, 888, 680,0x0
142,-1,16,16, 904, 680, 904, 680,0x0
142,-1,16,16, 920, 680, 920, 680,0x0
142,-1,16,16, 936, 680, 936, 680,0x0
142,-1,16,16, 952, 680, 952, 680,0x0
142,-1,16,16, 968, 680, 968, 680,0x0
142,-1,16,16, 984, 680, 984, 680,0x0
142,-1,16,16,1000, 680,1000, 680,0x0
142,-1,16,16,1016, 680,1016, 680,0x0
142,-1,16,16,1032, 680,1032, 680,0x0
142,-1,16,16,1048, 680,1048, 680,0x0
142,-1,16,16,1064, 680,1064, 680,0x0
142,-1,16,16,1080, 680,1080, 680,0x0
142,-1,16,16,1096, 680,1096, 680,0x0
142,-1,16,16,1112, 680,1112, 680,0x0
142,-1,16,16,1128, 680,1128, 680,0x0
142,-1,16,16,1144, 680,1144, 680,0x0
142,-1,16,16,1160, 680,1160, 680,0x0
142,-1,16,16,1176, 680,1176, 680,0x0
142,-1,16,16,1192, 680,1192, 680,0x0
142,-1,16,16,1208, 680,1208, 680,0x0
142,-1,16,16,1224, 680,1224, 680,0x0
142,-1,16,16,1240, 680,1240, 680,0x0
142,-1,16,16,1256, 680,1256, 680,0x0
142,-1,16,16,1272, 680,1272, 680,0x0
142,-1,16,16,   8, 696,   8, 696,0x0
142,-1,16,16,  24, 696,  24, 696,0x0
142,-1,16,16,  40, 696,  40, 696,0x0
142,-1,16,16,  56, 696,  56, 696,0x0
142,-1,16,16,  72, 696,  72, 696,0x0
142,-1,16,16,  88, 696,  88, 696,0x0
142,-1,16,16, 104, 696, 104, 696,0x0
142,-1,16,16, 120, 696, 120, 696,0x0
142,-1,16,16, 136, 696, 136, 696,0x0
142,-1,16,16, 152, 696, 152, 696,0x0
142,-1,16,16, 168, 696, 168, 696,0x0
142,-1,16,16, 184, 696, 184, 696,0x0
142,-1,16,16, 200, 696, 200, 696,0x0
142,-1,16,16, 216, 696, 216, 696,0x0
142,-1,16,16, 232, 696, 232, 696,0x0
142,-1,16,16, 248, 696, 248, 696,0x0
142,-1,16,16, 264, 696, 264, 696,0x0
142,-1,16,16, 280, 696, 280, 696,0x0
142,-1,16,16, 296, 696, 296, 696,0x0
142,-1,16,16, 312, 696, 312, 696,0x0
142,-1,16,16, 328, 696, 328, 696,0x0
142,-1,16,16, 344, 696, 344, 696,0x0
142,-1,16,16, 360, 696, 360, 696,0x0
142,-1,16,16, 376, 696, 376, 696,0x0
142,-1,16,16, 392, 696, 392, 696,0x0
142,-1,16,16, 408, 696, 408, 696,0x0
142,-1,16,16, 424, 696, 424, 696,0x0
142,-1,16,16, 440, 696, 440, 696,0x0
142,-1,16,16, 456, 696, 456, 696,0x0
142,-1,16,16, 472, 696, 472, 696,0x0
142,-1,16,16, 488, 696, 488, 696,0x0
142,-1,16,16, 504, 696, 504, 696,0x0
142,-1,16,16, 520, 696, 520, 696,0x0
142,-1,16,16, 536, 696, 536, 696,0x0
142,-1,16,16, 552, 696, 552, 696,0x0
142,-1,16,16, 568, 696, 568, 696,0x0
142,-1,16,16, 584, 696, 584, 696,0x0
142,-1,16,16, 600, 696, 600, 696,0x0
142,-1,16,16, 616, 696, 616, 696,0x0
142,-1,16,16, 632, 696, 632, 696,0x0
142,-1,16,16, 648, 696, 648, 696,0x0
142,-1,16,16, 664, 696, 664, 696,0x0
142,-1,16,16, 680, 696, 680, 696,0x0
142,-1,16,16, 696, 696, 696, 696,0x0
142,-1,16,16, 712, 696, 712, 696,0x0
142,-1,16,16, 728, 696, 728, 696,0x0
142,-1,16,16, 744, 696, 744, 696,0x0
142,-1,16,16, 760, 696, 760, 696,0x0
142,-1,16,16, 776, 696, 776, 696,0x0
142,-1,16,16, 792, 696, 792, 696,0x0
142,-1,16,16, 808, 696, 808, 696,0x0
142,-1,16,16, 824, 696, 824, 696,0x0
142,-1,16,16, 840, 696, 840, 696,0x0
142,-1,16,16, 856, 696, 856, 696,0x0
142,-1,16,16, 872, 696, 872, 696,0x0
142,-1,16,16, 888, 696, 888, 696,0x0
142,-1,16,16, 904, 696, 904, 696,0x0
142,-1,16,16, 920, 696, 920, 696,0x0
142,-1,16,16, 936, 696, 936, 696,0x0
142,-1,16,16, 952, 696, 952, 696,0x0
142,-1,16,16, 968, 696, 968, 696,0x0
142,-1,16,16, 984, 696, 984, 696,0x0
142,-1,16,16,1000, 696,1000, 696,0x0
142,-1,16,16,1016, 696,1016, 696,0x0
142,-1,16,16,1032, 696,1032, 696,0x0
142,-1,16,16,1048, 696,1048, 696,0x0
142,-1,16,16,1064, 696,1064, 696,0x0
142,-1,16,16,1080, 696,1080, 696,0x0
142,-1,16,16,1096, 696,1096, 696,0x0
142,-1,16,16,1112, 696,1112, 696,0x0
142,-1,16,16,1128, 696,1128, 696,0x0
142,-1,16,16,1144, 696,1144, 696,0x0
142,-1,16,16,1160, 696,1160, 696,0x0
142,-1,16,16,1176, 696,1176, 696,0x0
142,-1,16,16,1192, 696,1192, 696,0x0
142,-1,16,16,1208, 696,1208, 696,0x0
142,-1,16,16,1224, 696,1224, 696,0x0
142,-1,16,16,1240, 696,1240, 696,0x0
142,-1,16,16,1256, 696,1256, 696,0x0
142,-1,16,16,1272, 696,1272, 696,0x0
142,-1,16,16,   8, 712,   8, 712,0x0
142,-1,16,16,  24, 712,  24, 712,0x0
142,-1,16,16,  40, 712,  40, 712,0x0
142,-1,16,16,  56, 712,  56, 712,0x0
142,-1,16,16,  72, 712,  72, 712,0x0
142,-1,16,16,  88, 712,  88, 712,0x0
142,-1,16,16, 104, 712, 104, 712,0x0
142,-1,16,16, 120, 712, 120, 712,0x0
142,-1,16,16, 136, 712, 136, 712,0x0
142,-1,16,16, 152, 712, 152, 712,0x0
142,-1,16,16, 168, 712, 168, 712,0x0
142,-1,16,16, 184, 712, 184, 712,0x0
142,-1,16,16, 200, 712, 200, 712,0x0
142,-1,16,16, 216, 712, 216, 712,0x0
142,-1,16,16, 232, 712, 232, 712,0x0
142,-1,16,16, 248, 712, 248, 712,0x0
142,-1,16,16, 264, 712, 264, 712,0x0
142,-1,16,16, 280, 712, 280, 712,0x0
142,-1,16,16, 296, 712, 296, 712,0x0
142,-1,16,16, 312, 712, 312, 712,0x0
142,-1,16,16, 328, 712, 328, 712,0x0
142,-1,16,16, 344, 712, 344, 712,0x0
142,-1,16,16, 360, 712, 360, 712,0x0
142,-1,16,16, 376, 712, 376, 712,0x0
142,-1,16,16, 392, 712, 392, 712,0x0
142,-1,16,16, 408, 712, 408, 712,0x0
142,-1,16,16, 424, 712, 424, 712,0x0
142,-1,16,16, 440, 712, 440, 712,0x0
142,-1,16,16, 456, 712, 456, 712,0x0
142,-1,16,16, 472, 712, 472, 712,0x0
142,-1,16,16, 488, 712, 488, 712,0x0
142,-1,16,16, 504, 712, 504, 712,0x0
142,-1,16,16, 520, 712, 520, 712,0x0
142,-1,16,16, 536, 712, 536, 712,0x0
142,-1,16,16, 552, 712, 552, 712,0x0
142,-1,16,16, 568, 712, 568, 712,0x0
142,-1,16,16, 584, 712, 584, 712,0x0
142,-1,16,16, 600, 712, 600, 712,0x0
142,-1,16,16, 616, 712, 616, 712,0x0
142,-1,16,16, 632, 712, 632, 712,0x0
142,-1,16,16, 648, 712, 648, 712,0x0
142,-1,16,16, 664, 712, 664, 712,0x0
142,-1,16,16, 680, 712, 680, 712,0x0
142,-1,16,16, 696, 712, 696, 712,0x0
142,-1,16,16, 712, 712, 712, 712,0x0
142,-1,16,16, 728, 712, 728, 712,0x0
142,-1,16,16, 744, 712, 744, 712,0x0
142,-1,16,16, 760, 712, 760, 712,0x0
142,-1,16,16, 776, 712, 776, 712,0x0
142,-1,16,16, 792, 712, 792, 712,0x0
142,-1,16,16, 808, 712, 808, 712,0x0
142,-1,16,16, 824, 712, 824, 712,0x0
142,-1,16,16, 840, 712, 840, 712,0x0
142,-1,16,16, 856, 712, 856, 712,0x0
142,-1,16,16, 872, 712, 872, 712,0x0
142,-1,16,16, 888, 712, 888, 712,0x0
142,-1,16,16, 904, 712, 904, 712,0x0
142,-1,16,16, 920, 712, 920, 712,0x0
142,-1,16,16, 936, 712, 936, 712,0x0
142,-1,16,16, 952, 712, 952, 712,0x0
142,-1,16,16, 968, 712, 968, 712,0x0
142,-1,16,16, 984, 712, 984, 712,0x0
142,-1,16,16,1000, 712,1000, 712,0x0
142,-1,16,16,1016, 712,1016, 712,0x0
142,-1,16,16,1032, 712,1032, 712,0x0
142,-1,16,16,1048, 712,1048, 712,0x0
142,-1,16,16,1064, 712,1064, 712,0x0
142,-1,16,16,1080, 712,1080, 712,0x0
142,-1,16,16,1096, 712,1096, 712,0x0
142,-1,16,16,1112, 712,1112, 712,0x0
142,-1,16,16,1128, 712,1128, 712,0x0
142,-1,16,16,1144, 712,1144, 712,0x0
142,-1,16,16,1160, 712,1160, 712,0x0
142,-1,16,16,1176, 712,1176, 712,0x0
142,-1,16,16,1192, 712,1192, 712,0x0
142,-1,16,16,1208, 712,1208, 712,0x0
142,-1,16,16,1224, 712,1224, 712,0x0
142,-1,16,16,1240, 712,1240, 712,0x0
142,-1,16,16,1256, 712,1256, 712,0x0
142,-1,16,16,1272, 712,1272, 712,0x0
